,법정동시군구코드,법정동읍면동코드,법정동지번코드,법정동본번코드,법정동부번코드,도로명,도로명시군구코드,도로명코드,도로명일련번호코드,도로명지상지하코드,도로명건물본번호코드,도로명건물부번호코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,단지일련번호,해제여부,해제사유발생일,거래유형,중개사소재지,등기일자,아파트동명,매도자,매수자,토지임대부아파트여부
1272,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,68.91,2024,6,10,223000,12,1978,11650-117,None,None,중개거래,서울 서초구,24.10.21,112,개인,개인,N
1273,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,6,8,248000,10,1987,11650-172,None,None,중개거래,서울 서초구,24.07.10,305,개인,개인,N
1274,11650,10100,1,1030,0001,방배로3길,11650,4163274,01,0,00010,00003,방배동,삼호한숲,1030-1,84.88,2024,6,28,145000,13,1998,11650-315,None,None,중개거래,서울 서초구,24.09.30,101,개인,개인,N
1275,11650,10600,1,0060,0078,나루터로4길,11650,4163049,01,0,00060,00000,잠원동,신반포20,60-78,143.95,2024,6,19,300000,13,1983,11650-118,None,None,중개거래,서울 서초구,None,None,개인,개인,N
1276,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.98,2024,6,6,379000,2,2016,11650-4440,None,None,중개거래,서울 서초구,24.08.30,102동,개인,개인,N
1277,11650,10600,1,0161,0000,잠원로14길,11650,4163526,00,0,00032,00000,잠원동,래미안신반포리오센트,161,59.92,2024,6,19,245000,6,2019,11650-4750,None,None,중개거래,서울 서초구,24.09.10,102동,개인,개인,N
1278,11650,10700,1,0110,0006,사평대로14길,11650,4163322,01,0,00023,00000,반포동,그랑빌,110-6,244.93,2024,6,5,260000,5,2001,11650-161,None,None,직거래,None,24.07.22,None,개인,개인,N
1279,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,66.29,2024,6,12,178000,7,1987,11650-97,None,None,중개거래,서울 서초구,24.09.12,4,개인,개인,N
1280,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.94,2024,6,15,299000,9,2020,11650-4887,None,None,중개거래,서울 서초구,24.09.27,104동,개인,개인,N
1281,11650,10600,1,0056,0002,잠원로8길,11650,4163529,01,0,00003,00000,잠원동,신반포27,56-2,53.46,2024,6,20,145000,1,1985,11650-124,None,None,중개거래,서울 서초구,24.09.26,351,개인,개인,N
1282,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,59.993,2024,6,24,248500,2,2010,11650-3617,None,None,중개거래,서울 서초구,24.12.27,106,개인,개인,N
1283,11650,10600,1,0161,0000,잠원로14길,11650,4163526,00,0,00032,00000,잠원동,래미안신반포리오센트,161,84.92,2024,6,29,300000,10,2019,11650-4750,None,None,중개거래,서울 서초구,24.08.21,104동,개인,개인,N
1284,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,84.93,2024,6,5,387000,15,2009,11650-3559,None,None,중개거래,서울 서초구,24.10.15,108,개인,개인,N
1285,11650,11100,1,0568,0000,헌릉로8길,11650,4163749,01,0,00022,00000,신원동,서초포레스타3단지,568,84.39,2024,6,29,149000,10,2014,11650-4040,None,None,중개거래,서울 서초구,24.07.04,303,개인,개인,N
1286,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,84.53,2024,6,16,198000,3,1987,11650-97,None,None,중개거래,서울 서초구,24.09.10,1,개인,개인,N
1287,11650,10300,1,0789,0000,양재대로2길,11650,4163748,01,0,00011,00000,우면동,호반써밋서초파크뷰(토지임대부아파트),789,84.99,2024,6,4,118000,9,2013,11650-3976,None,None,중개거래,서울 서초구,24.10.10,503,개인,개인,Y
1288,11650,10100,1,0809,0017,방배로34길,11650,4163269,01,0,00020,00000,방배동,방배대우멤버스카운티(809-17),809-17,125.5,2024,6,16,195000,6,2003,11650-505,None,None,중개거래,"서울 서초구, 서울 송파구",24.09.05,A,개인,개인,N
1289,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,59.97,2024,6,10,240000,24,2020,11650-4887,None,None,중개거래,서울 서초구,24.09.30,110동,개인,개인,N
1290,11650,10600,1,0051,0000,잠원로,11650,3121019,01,0,00202,00011,잠원동,훼미리,51,84.83,2024,6,14,202500,12,1992,11650-154,None,None,중개거래,서울 서초구,24.10.10,1,개인,개인,N
1291,11650,10800,1,1446,0011,서초중앙로,11650,3121024,03,0,00015,00000,서초동,현대슈퍼빌,1446-11,216.16,2024,6,25,360000,20,2003,11650-519,None,None,중개거래,서울 서초구,24.08.20,A,개인,개인,N
1292,11650,10100,1,3279,0000,서초대로34가길,11650,4163402,00,0,00052,00000,방배동,방배 서리풀 그랑블,3279,84.9969,2024,6,26,153000,1,2019,11650-4769,None,None,직거래,None,24.07.01,103동,법인,개인,N
1293,11650,10900,1,0411,0000,헌릉로8길,11650,4163749,02,0,00058,00000,내곡동,서초더샵포레,411,114.68,2024,6,6,170000,13,2014,11650-4063,None,None,중개거래,서울 서초구,24.08.23,107,개인,개인,N
1294,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2024,6,8,344000,14,2009,11650-3500,None,None,중개거래,서울 서초구,24.09.30,136,개인,개인,N
1295,11650,10600,1,0067,0002,잠원로,11650,3121019,01,0,00046,00038,잠원동,브라운스톤잠원,67-2,84.94,2024,6,22,195000,9,2003,11650-530,None,None,중개거래,서울 서초구,24.09.30,브라운스톤잠원,개인,개인,N
1296,11650,10600,1,0071,0015,잠원로3길,11650,4163527,01,0,00016,00000,잠원동,잠원중앙하이츠(A동),71-15,229.98,2024,6,13,300000,2,1996,11650-137,None,None,중개거래,서울 서초구,24.08.05,에이,개인,개인,N
1297,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.98,2024,6,17,400000,18,2016,11650-4440,None,None,중개거래,서울 서초구,24.10.22,101동,개인,개인,N
1298,11650,10300,1,0720,0000,태봉로2길,11650,4163582,01,0,00065,00000,우면동,서초네이처힐4단지,720,84.84,2024,6,17,145000,11,2011,11650-3704,None,None,중개거래,서울 서초구,24.10.25,404,개인,개인,N
1299,11650,10600,1,0065,0008,신반포로33길,11650,4163453,01,0,00071,00000,잠원동,한신그린,65-8,84.89,2024,6,8,210000,13,1993,11650-146,None,None,중개거래,서울 서초구,24.08.30,None,개인,개인,N
1300,11650,10600,1,0050,0000,잠원로14길,11650,4163526,01,0,00003,00000,잠원동,롯데캐슬갤럭시,50,133.41,2024,6,3,298500,13,2002,11650-155,None,None,중개거래,서울 강남구,24.08.07,105,개인,개인,N
1301,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,74.97,2024,6,19,134500,17,2012,11650-3821,None,None,중개거래,서울 서초구,24.09.26,201,개인,개인,N
1302,11650,10100,1,0770,0001,방배로43길,11650,4163277,01,0,00021,00000,방배동,삼호1동~3동,770-1,81.39,2024,6,22,148000,12,1975,11650-309,None,None,중개거래,서울 서초구,24.08.30,2,개인,개인,N
1303,11650,10300,1,0717,0000,태봉로2길,11650,4163582,01,0,00060,00000,우면동,서초네이처힐3단지,717,84.61,2024,6,19,145000,9,2013,11650-3864,None,None,중개거래,서울 서초구,24.11.15,309,개인,개인,N
1304,11650,10300,1,0789,0000,양재대로2길,11650,4163748,01,0,00011,00000,우면동,호반써밋서초파크뷰(토지임대부아파트),789,59.93,2024,6,22,97800,16,2013,11650-3976,None,None,중개거래,서울 서초구,24.09.10,501,개인,개인,Y
1305,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,84.95,2024,6,27,145000,10,2012,11650-3821,None,None,중개거래,서울 서초구,24.08.30,208,개인,개인,N
1306,11650,10800,1,1757,0000,효령로,11650,3121021,00,None,00391,00000,서초동,서초그랑자이,1757,100.31,2024,6,13,350000,30,2021,11650-4969,None,None,중개거래,서울 서초구,24.08.20,104동,개인,개인,N
1307,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,74.96,2024,6,17,135000,14,2012,11650-3821,None,None,중개거래,"경기 하남시, 서울 서초구",24.09.26,211,개인,개인,N
1308,11650,10600,1,0063,0034,신반포로33길,11650,4163453,01,0,00064,00000,잠원동,한신로얄,63-34,81.23,2024,6,22,179500,2,1992,11650-147,None,None,중개거래,서울 서초구,24.12.17,1,개인,개인,N
1309,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.998,2024,6,16,379000,11,2009,11650-3500,None,None,중개거래,서울 서초구,24.09.20,106,개인,개인,N
1310,11650,10600,1,0160,0000,잠원로,11650,3121019,01,0,00060,00000,잠원동,신반포자이,160,84.87,2024,6,9,327000,22,2018,11650-4675,None,None,중개거래,서울 서초구,24.11.28,104,개인,개인,N
1311,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,107.31,2024,6,19,400000,11,1978,11650-117,None,None,중개거래,서울 서초구,24.10.21,101,개인,개인,N
1312,11650,10700,1,0016,0006,신반포로16길,11650,4163754,01,0,00015,00020,반포동,반포힐스테이트,16-6,59.7,2024,6,7,255000,25,2012,11650-3687,None,None,중개거래,서울 서초구,24.10.04,105,개인,개인,N
1313,11650,10600,1,0059,0003,신반포로,11650,3121017,01,0,00261,00000,잠원동,잠원현대훼밀리,59-3,59.56,2024,6,8,153000,7,1997,11650-138,None,None,중개거래,서울 서초구,24.09.27,None,개인,개인,N
1314,11650,10800,1,1330,0000,강남대로53길,11650,4163026,01,0,00011,00000,서초동,서초동삼성쉐르빌2,1330,35.22,2024,6,15,32500,18,2002,11650-608,None,None,중개거래,서울 서초구,24.08.30,None,개인,개인,N
1315,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2024,6,7,362000,12,2009,11650-3500,None,None,중개거래,서울 서초구,24.10.30,103,개인,개인,N
1316,11650,10600,1,0071,0012,잠원로3길,11650,4163527,01,0,00006,00000,잠원동,킴스빌리지,71-12,37.38,2024,6,20,109000,2,1996,11650-142,None,None,중개거래,서울 서초구,24.12.06,101,개인,개인,N
1317,11650,10100,1,3000,0001,동작대로,11650,2005009,01,0,00112,00000,방배동,한신휴플러스,3000-1,84.93,2024,6,25,148000,20,2006,11650-3289,None,None,중개거래,서울 서초구,24.10.02,101,개인,개인,N
1318,11650,10600,1,0157,0000,신반포로33길,11650,4163453,01,0,00015,00000,잠원동,동아,157,84.91,2024,6,8,250000,6,2002,11650-102,None,None,중개거래,서울 서초구,24.08.22,105,개인,개인,N
1319,11650,10100,1,2001,0000,서초대로1길,11650,4163389,01,0,00034,00000,방배동,방배2차현대홈타운,2001,84.94,2024,6,19,205000,17,2001,11650-380,None,None,중개거래,서울 서초구,24.10.29,206,개인,개인,N
1320,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,107.31,2024,6,24,355000,5,1978,11650-117,None,None,중개거래,서울 서초구,24.08.30,103,개인,개인,N
1321,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,84.9716,2024,6,6,289000,5,2018,11650-4703,None,None,중개거래,서울 서초구,24.09.30,108동,개인,개인,N
1322,11650,10300,1,0717,0000,태봉로2길,11650,4163582,01,0,00060,00000,우면동,서초네이처힐3단지,717,84.61,2024,6,3,142000,15,2013,11650-3864,None,None,중개거래,서울 서초구,24.07.12,308,개인,개인,N
1323,11650,10600,1,0163,0000,신반포로23길,11650,4163452,01,0,00023,00000,잠원동,반포르엘,163,97.4743,2024,6,13,390000,7,2022,11650-5015,None,None,중개거래,서울 서초구,24.08.27,106,개인,개인,N
1324,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,6,24,250000,7,1987,11650-172,None,None,중개거래,서울 서초구,24.10.31,306,개인,개인,N
1325,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,6,22,245000,2,1987,11650-172,None,None,중개거래,서울 서초구,24.10.11,308,개인,개인,N
1326,11650,10100,1,1010,0001,방배로2길,11650,4163264,01,0,00024,00005,방배동,방배임광3차,1010-1,67.47,2024,6,4,134000,2,1988,11650-342,None,None,중개거래,서울 서초구,24.10.30,15,개인,개인,N
1327,11650,10100,1,1344,0000,서초대로1길,11650,4163389,01,0,00030,00000,방배동,방배1차현대홈타운,1344,84.96,2024,6,19,189000,2,1999,11650-290,None,None,직거래,None,24.11.19,105,개인,개인,N
1328,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,79.42,2024,6,11,280000,6,1978,11650-117,None,None,중개거래,서울 서초구,24.08.29,111,개인,개인,N
1329,11650,10300,1,0788,0000,양재대로2길,11650,4163748,01,0,00033,00000,우면동,호반써밋서초파크,788,59.93,2024,6,1,119500,12,2013,11650-3974,None,None,중개거래,서울 서초구,24.09.30,403,개인,개인,N
1330,11650,10600,1,0049,0008,잠원로,11650,3121019,01,0,00213,00010,잠원동,한강,49-8,76.68,2024,6,15,215000,12,1989,11650-144,None,None,중개거래,서울 서초구,24.09.03,6,개인,개인,N
1331,11650,10800,1,1687,0000,서초중앙로24길,11650,4163710,01,0,00043,00000,서초동,유원서초,1687,84.87,2024,6,8,186000,9,1993,11650-62,None,None,중개거래,서울 서초구,24.08.02,103,개인,개인,N
1332,11650,10600,1,0157,0000,신반포로33길,11650,4163453,01,0,00015,00000,잠원동,동아,157,84.91,2024,6,19,259000,19,2002,11650-102,None,None,중개거래,서울 서초구,24.10.17,103,개인,개인,N
1333,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,84.93,2024,6,16,383000,13,2009,11650-3559,None,None,중개거래,서울 서초구,24.09.05,108,개인,개인,N
1334,11650,10100,1,1038,0000,효령로,11650,3121021,01,0,00084,00000,방배동,대우(효령),1038,84.92,2024,6,5,173000,9,1992,11650-272,None,None,중개거래,서울 서초구,24.08.22,106,개인,개인,N
1335,11650,10100,1,3283,0000,방배로,11650,3121010,00,0,00021,00000,방배동,방배그랑자이,3283,74.9939,2024,6,26,227000,5,2021,11650-4970,None,None,중개거래,서울 서초구,24.09.27,106,개인,개인,N
1336,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,59.97,2024,6,3,236000,18,2020,11650-4887,None,None,중개거래,서울 서초구,24.11.27,112동,개인,개인,N
1337,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,84.53,2024,6,1,196000,4,1987,11650-97,None,None,중개거래,서울 서초구,24.10.30,2,개인,개인,N
1338,11650,10700,1,0016,0006,신반포로16길,11650,4163754,01,0,00015,00020,반포동,반포힐스테이트,16-6,84.77,2024,6,20,320000,17,2012,11650-3687,None,None,중개거래,서울 서초구,24.09.25,102,개인,개인,N
1339,11650,10300,1,0720,0000,태봉로2길,11650,4163582,01,0,00065,00000,우면동,서초네이처힐4단지,720,84.84,2024,6,12,142000,14,2011,11650-3704,None,None,중개거래,서울 서초구,24.08.13,404,개인,개인,N
1340,11650,10100,1,1008,0002,남부순환로,11650,2000003,01,0,02311,00012,방배동,래미안방배아트힐(1008-2),1008-2,127.61,2024,6,18,227000,17,2004,11650-658,None,None,중개거래,"서울 마포구, 서울 서초구",24.07.31,103,개인,개인,N
1341,11650,10800,1,1681,0008,서초중앙로24길,11650,4163710,01,0,00057,00000,서초동,서초롯데캐슬프레지던트,1681-8,84.97,2024,6,14,214500,4,2014,11650-4129,None,None,중개거래,서울 서초구,24.08.29,103,개인,개인,N
1342,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,59.9207,2024,6,13,233000,6,2018,11650-4703,None,None,중개거래,서울 서초구,24.10.14,107동,개인,개인,N
1343,11650,10900,1,0411,0000,헌릉로8길,11650,4163749,02,0,00058,00000,내곡동,서초더샵포레,411,84.3,2024,6,6,149000,9,2014,11650-4063,None,None,중개거래,서울 서초구,24.07.15,120,개인,개인,N
1344,11650,10800,1,1330,0000,강남대로53길,11650,4163026,01,0,00011,00000,서초동,서초동삼성쉐르빌2,1330,70.49,2024,6,17,92500,16,2002,11650-608,None,None,중개거래,서울 서초구,None,None,개인,개인,N
1345,11650,10800,1,1582,0003,반포대로18길,11650,4163228,00,0,00036,00000,서초동,서초센트럴IPARK,1582-3,80.5154,2024,6,12,165000,7,2020,11650-4827,None,None,중개거래,서울 서초구,24.08.30,101동,개인,개인,N
1346,11650,10100,1,3283,0000,방배로,11650,3121010,00,0,00021,00000,방배동,방배그랑자이,3283,84.972,2024,6,20,260000,7,2021,11650-4970,None,None,중개거래,서울 서초구,24.11.19,108,개인,개인,N
1347,11650,10300,1,0735,0000,태봉로2길,11650,4163582,01,0,00010,00000,우면동,서초네이처힐7단지,735,59.99,2024,6,11,118000,6,2011,11650-3703,None,None,중개거래,서울 서초구,24.08.13,701,개인,개인,N
1348,11650,10800,1,1312,0003,서운로,11650,3121016,00,None,00197,00000,서초동,롯데캐슬클래식,1312-3,84.98,2024,6,1,226000,19,2006,11650-3300,None,None,중개거래,서울 서초구,24.08.13,101,개인,개인,N
1349,11650,10300,1,0057,0000,바우뫼로7길,11650,4163219,01,0,00051,00000,우면동,대림,57,130.89,2024,6,4,175000,9,1995,11650-479,None,None,중개거래,서울 서초구,24.09.27,106,개인,개인,N
1350,11650,10800,1,1513,0002,명달로22길,11650,4163188,01,0,00042,00000,서초동,N-Suite(1513-2),1513-2,112.35,2024,6,18,148000,6,2004,11650-719,O,24.08.13,중개거래,서울 서초구,None,None,개인,개인,N
1351,11650,10100,1,1008,0002,남부순환로,11650,2000003,01,0,02311,00012,방배동,래미안방배아트힐(1008-2),1008-2,127.31,2024,6,22,225000,13,2004,11650-658,None,None,중개거래,"경기 용인시 수지구, 서울 서초구",24.09.12,104,개인,개인,N
1352,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.96,2024,6,13,310000,19,2009,11650-3559,None,None,중개거래,서울 서초구,24.09.26,105,개인,개인,N
1353,11650,10800,1,1330,0000,강남대로53길,11650,4163026,01,0,00011,00000,서초동,서초동삼성쉐르빌2,1330,35.22,2024,6,5,28500,15,2002,11650-608,None,None,중개거래,서울 서초구,24.09.04,None,개인,개인,N
1354,11650,10600,1,0050,0005,잠원로14길,11650,4163526,01,0,00041,00000,잠원동,신반포12,50-5,105.36,2024,6,12,266000,9,1982,11650-110,None,None,중개거래,서울 서초구,24.10.31,324,개인,개인,N
1355,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,84.6849,2024,6,11,300000,30,2018,11650-4703,None,None,중개거래,서울 서초구,24.11.14,104동,개인,개인,N
1356,11650,10800,1,1333,0000,사임당로,11650,3121014,00,None,00130,00000,서초동,신동아아파트(1차),1333,86.61,2024,6,6,210000,6,1978,11650-53,None,None,중개거래,서울 서초구,24.08.30,7,개인,개인,N
1357,11650,10600,1,0159,0000,잠원로,11650,3121019,00,0,00117,00000,잠원동,아크로리버뷰신반포,159,78.48,2024,6,1,348000,13,2018,11650-4676,None,None,중개거래,서울 서초구,24.09.27,104동,개인,개인,N
1358,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,59.92,2024,6,1,224000,8,2017,11650-4550,None,None,중개거래,서울 서초구,24.09.30,104,개인,개인,N
1359,11650,10100,1,1008,0002,남부순환로,11650,2000003,01,0,02311,00012,방배동,래미안방배아트힐(1008-2),1008-2,114.18,2024,6,15,215000,9,2004,11650-658,None,None,중개거래,"서울 동작구, 서울 서초구",24.10.17,101,개인,개인,N
1360,11650,10800,1,1757,0000,효령로,11650,3121021,00,None,00391,00000,서초동,서초그랑자이,1757,84.51,2024,6,5,308500,13,2021,11650-4969,None,None,중개거래,"서울 강남구, 서울 서초구",24.10.04,103동,법인,개인,N
1361,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,84.94,2024,6,23,445000,30,2023,11650-5126,None,None,중개거래,서울 서초구,24.10.15,117,개인,개인,N
1362,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,130.73,2024,6,19,332500,14,1988,11650-28,None,None,중개거래,서울 서초구,24.08.16,10,개인,개인,N
1363,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,59.97,2024,6,15,237000,18,2020,11650-4887,None,None,중개거래,서울 서초구,24.07.16,110동,개인,개인,N
1364,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,163.81,2024,6,17,390000,5,1988,11650-28,None,None,중개거래,서울 서초구,24.10.14,22,개인,개인,N
1365,11650,10600,1,0071,0011,잠원로3길,11650,4163527,01,0,00008,00000,잠원동,한신타워,71-11,131.88,2024,6,10,280000,18,1996,11650-150,None,None,중개거래,서울 서초구,24.09.27,101,개인,개인,N
1366,11650,10600,1,0073,0000,신반포로23길,11650,4163452,01,0,00041,00000,잠원동,신반포2,73,107.31,2024,6,20,380000,11,1978,11650-117,None,None,중개거래,서울 서초구,24.08.21,101,개인,개인,N
1367,11650,10800,1,1311,0010,서운로,11650,3121016,01,0,00201,00000,서초동,서초푸르지오써밋,1311-10,59.62,2024,6,12,225000,24,2017,11650-4550,None,None,중개거래,서울 서초구,25.01.31,102,개인,개인,N
1368,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,84.93,2024,6,1,390000,19,2009,11650-3559,None,None,중개거래,서울 서초구,24.08.30,101,개인,개인,N
1369,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.998,2024,6,10,348000,23,2009,11650-3500,None,None,중개거래,서울 서초구,24.09.30,124,개인,개인,N
1370,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,129.92,2024,6,5,700000,20,2016,11650-4440,None,None,중개거래,서울 서초구,24.09.30,103동,개인,개인,N
1371,11650,10800,1,1315,0000,서초대로,11650,2121002,02,0,00385,00000,서초동,진흥아파트,1315,101.32,2024,6,7,215000,4,1979,11650-66,None,None,중개거래,서울 서초구,24.08.02,2,개인,개인,N
1372,11650,10100,1,3283,0000,방배로,11650,3121010,00,0,00021,00000,방배동,방배그랑자이,3283,74.5971,2024,6,6,230500,10,2021,11650-4970,None,None,중개거래,서울 서초구,24.08.02,106,개인,개인,N
1373,11650,10800,1,1754,0000,서운로,11650,3121016,01,0,00104,00000,서초동,래미안서초에스티지S,1754,84.96,2024,6,4,285000,13,2018,11650-4622,None,None,중개거래,서울 서초구,24.09.25,201,개인,개인,N
1374,11650,10800,1,1301,0006,서운로,11650,3121016,01,0,00221,00000,서초동,래미안서초스위트,1301-6,95.7555,2024,6,8,245000,5,2009,11650-3515,None,None,중개거래,서울 서초구,24.08.30,102,개인,개인,N
1375,11650,10800,1,1301,0006,서운로,11650,3121016,01,0,00221,00000,서초동,래미안서초스위트,1301-6,59.9958,2024,6,8,205000,9,2009,11650-3515,None,None,중개거래,서울 서초구,24.10.11,101,개인,개인,N
1376,11650,10600,1,0071,0012,잠원로3길,11650,4163527,01,0,00006,00000,잠원동,킴스빌리지,71-12,34.23,2024,6,13,113000,3,1996,11650-142,None,None,중개거래,서울 서초구,24.08.12,101,개인,개인,N
1377,11650,10600,1,0056,0002,잠원로8길,11650,4163529,01,0,00003,00000,잠원동,신반포27,56-2,53.46,2024,6,15,151500,2,1985,11650-124,None,None,중개거래,서울 서초구,24.10.17,351,개인,개인,N
1378,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,84.972,2024,6,6,298000,2,2010,11650-3617,None,None,중개거래,서울 서초구,24.08.30,103,개인,개인,N
1379,11650,10100,1,2001,0000,서초대로1길,11650,4163389,01,0,00034,00000,방배동,방배2차현대홈타운,2001,147.26,2024,6,13,243000,5,2001,11650-380,None,None,중개거래,"서울 동작구, 서울 서초구",24.10.10,203,개인,개인,N
1380,11650,10100,1,1015,0000,방배로,11650,3121010,01,0,00014,00000,방배동,임광,1015,84.78,2024,6,8,187000,8,1985,11650-341,None,None,중개거래,서울 서초구,24.09.19,2,개인,개인,N
1381,11650,10600,1,0063,0034,신반포로33길,11650,4163453,01,0,00064,00000,잠원동,한신로얄,63-34,81.23,2024,6,13,180000,11,1992,11650-147,None,None,중개거래,서울 서초구,24.09.13,1,개인,개인,N
1382,11650,10100,1,2626,0000,방배선행길,11650,4163671,01,0,00002,00000,방배동,삼성래미안1,2626,114.94,2024,6,7,171000,6,2003,11650-503,None,None,중개거래,"서울 강남구, 서울 서초구",24.09.30,109,개인,개인,N
1383,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,116.93,2024,6,5,590000,22,2023,11650-5126,None,None,중개거래,"부산 해운대구, 서울 서초구",24.09.04,120,개인,개인,N
1384,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,112.93,2024,6,5,550000,24,2016,11650-4440,None,None,중개거래,서울 서초구,24.12.30,103동,개인,개인,N
1385,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.94,2024,6,2,285000,8,2020,11650-4887,None,None,중개거래,서울 서초구,24.09.25,104동,개인,개인,N
1386,11650,10100,1,3279,0000,서초대로34가길,11650,4163402,00,0,00052,00000,방배동,방배 서리풀 그랑블,3279,84.9969,2024,6,12,171500,3,2019,11650-4769,None,None,중개거래,서울 서초구,24.10.31,101동,개인,개인,N
1387,11650,10800,1,1312,0003,서운로,11650,3121016,00,None,00197,00000,서초동,롯데캐슬클래식,1312-3,84.98,2024,6,18,234000,6,2006,11650-3300,None,None,중개거래,서울 서초구,24.08.19,101,개인,개인,N
1388,11650,10600,1,0051,0000,잠원로,11650,3121019,01,0,00202,00011,잠원동,훼미리,51,84.9,2024,6,6,181000,15,1992,11650-154,None,None,중개거래,서울 서초구,24.09.30,2,개인,개인,N
1389,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.99,2024,6,1,418000,28,2016,11650-4440,None,None,중개거래,서울 서초구,24.10.31,106동,개인,개인,N
1390,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.98,2024,6,1,387500,22,2016,11650-4440,None,None,중개거래,서울 서초구,25.05.29,101동,개인,개인,N
1391,11650,10800,1,1754,0000,서운로,11650,3121016,01,0,00104,00000,서초동,래미안서초에스티지S,1754,84.96,2024,6,15,268000,22,2018,11650-4622,None,None,중개거래,서울 서초구,24.07.31,201,개인,개인,N
1392,11650,11100,1,0568,0000,헌릉로8길,11650,4163749,01,0,00022,00000,신원동,서초포레스타3단지,568,59.96,2024,6,6,127000,10,2014,11650-4040,None,None,중개거래,서울 서초구,24.07.31,306,개인,개인,N
