,법정동시군구코드,법정동읍면동코드,법정동지번코드,법정동본번코드,법정동부번코드,도로명,도로명시군구코드,도로명코드,도로명일련번호코드,도로명지상지하코드,도로명건물본번호코드,도로명건물부번호코드,법정동,단지명,지번,전용면적,계약년도,계약월,계약일,거래금액,층,건축년도,단지일련번호,해제여부,해제사유발생일,거래유형,중개사소재지,등기일자,아파트동명,매도자,매수자,토지임대부아파트여부
0,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,59.96,2024,1,3,280000,17,2023,11650-5126,None,None,중개거래,서울 서초구,24.08.23,106,기타,개인,N
1,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,59.96,2024,1,8,280000,17,2023,11650-5126,O,24.08.23,중개거래,서울 서초구,None,None,기타,개인,N
2,11650,10800,1,1333,0000,사임당로,11650,3121014,01,0,00137,00000,서초동,신동아아파트(1차),1333,101.6,2024,1,27,218000,7,1978,11650-53,None,None,중개거래,서울 서초구,24.04.15,3,개인,개인,N
3,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,66.29,2024,1,20,164000,2,1987,11650-97,None,None,중개거래,서울 서초구,24.05.03,4,개인,개인,N
4,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,1,28,234000,3,1987,11650-172,None,None,중개거래,서울 서초구,24.05.31,301,개인,개인,N
5,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2024,1,30,240000,13,1988,11650-28,None,None,중개거래,서울 서초구,24.05.20,5,개인,개인,N
6,11650,10100,1,3278,0000,명달로9길,11650,4163195,00,0,00057,00000,방배동,방배아트자이,3278,59.9775,2024,1,6,160000,4,2018,11650-4706,None,None,중개거래,서울 서초구,24.03.15,103동,개인,개인,N
7,11650,10800,1,1666,0014,사임당로17길,11650,4163313,01,0,00083,00000,서초동,서초녹원,1666-14,84.99,2024,1,26,115000,7,1997,11650-33,None,None,중개거래,서울 서초구,24.04.24,None,개인,개인,N
8,11650,10800,1,1675,0010,서초대로58길,11650,4163421,00,0,00018,00000,서초동,지에스타워,1675-10,26.05,2024,1,31,45000,9,2022,11650-4967,None,None,중개거래,"서울 관악구, 서울 서초구",24.03.18,주건축물제1동,개인,개인,N
9,11650,10800,1,1620,0020,사임당로10길,11650,4163309,01,0,00039,00000,서초동,서초동롯데캐슬리버티,1620-20,125.79,2024,1,29,189000,4,2005,11650-833,None,None,중개거래,서울 서초구,24.02.23,101,개인,개인,N
10,11650,10600,1,0054,0007,잠원로14길,11650,4163526,01,0,00054,00000,잠원동,신화,54-7,84.85,2024,1,27,163000,1,1997,11650-132,None,None,중개거래,서울 서초구,24.03.04,None,개인,개인,N
11,11650,10700,1,1343,0000,서초중앙로,11650,3121024,00,None,00206,00000,반포동,디에이치반포라클라스,1343,84.9671,2024,1,23,325000,28,2021,11650-4959,None,None,중개거래,서울 서초구,24.05.02,103,개인,개인,N
12,11650,10600,1,0157,0000,신반포로33길,11650,4163453,01,0,00015,00000,잠원동,동아,157,59.92,2024,1,14,189000,11,2002,11650-102,None,None,중개거래,서울 서초구,24.03.11,104,개인,개인,N
13,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,84.94,2024,1,26,273000,19,2020,11650-4887,None,None,중개거래,서울 서초구,24.04.19,104동,개인,개인,N
14,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,59.97,2024,1,30,116900,12,2012,11650-3821,None,None,중개거래,서울 서초구,24.05.31,204,개인,개인,N
15,11650,10100,1,0725,0000,방배로,11650,3121010,01,0,00270,00000,방배동,방배신삼호,725,185.46,2024,1,24,307000,5,1983,11650-323,None,None,중개거래,서울 서초구,24.04.30,다,개인,개인,N
16,11650,10800,1,1494,0004,명달로,11650,3121008,02,0,00091,00000,서초동,더미켈란,1494-4,267.35,2024,1,26,525000,13,2005,11650-626,None,None,중개거래,서울 서초구,24.03.25,None,개인,개인,N
17,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,100.11,2024,1,29,282000,9,1979,11650-125,None,None,중개거래,"서울 강남구, 서울 서초구",24.04.30,207,개인,개인,N
18,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,84.93,2024,1,27,357000,14,2009,11650-3559,None,None,중개거래,인천 서구,24.04.05,107,개인,개인,N
19,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2024,1,20,310000,15,2009,11650-3500,O,24.08.29,중개거래,서울 서초구,None,None,개인,개인,N
20,11650,10800,1,1682,0000,서초대로65길,11650,4163425,01,0,00013,00010,서초동,서초래미안,1682,84.97,2024,1,27,203000,15,2003,11650-523,None,None,중개거래,서울 서초구,24.05.27,103,개인,개인,N
21,11650,10100,1,0816,0001,방배로33길,11650,4163268,01,0,00029,00000,방배동,한신트리플,816-1,43.93,2024,1,22,45000,11,2004,11650-590,None,None,중개거래,서울 서초구,24.06.28,None,개인,개인,N
22,11650,10300,1,0070,0000,바우뫼로,11650,3121009,02,0,00053,00000,우면동,코오롱,70,52.47,2024,1,24,105000,5,1994,11650-482,None,None,중개거래,"서울 금천구, 서울 서초구",24.04.09,106,개인,개인,N
23,11650,10800,1,1593,0007,효령로53길,11650,4163646,01,0,00045,00000,서초동,서초이오빌,1593-7,36.66,2024,1,18,29000,3,2003,11650-521,None,None,중개거래,서울 서초구,24.03.29,None,개인,개인,N
24,11650,10100,1,0776,0003,방배로37길,11650,4163272,01,0,00026,00009,방배동,쌍용예가클래식,776-3,89.844,2024,1,25,184000,7,2006,11650-265,None,None,중개거래,서울 서초구,24.03.26,102,개인,개인,N
25,11650,10900,1,0411,0000,헌릉로8길,11650,4163749,02,0,00058,00000,내곡동,서초더샵포레,411,59.69,2024,1,19,125000,14,2014,11650-4063,None,None,중개거래,서울 서초구,24.04.05,111,개인,개인,N
26,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,59.97,2024,1,28,255000,2,2016,11650-4440,None,None,중개거래,서울 서초구,24.02.15,108동,개인,개인,N
27,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,66.29,2024,1,20,164000,2,1987,11650-97,O,24.01.20,중개거래,서울 서초구,None,None,개인,개인,N
28,11650,10700,1,1342,0000,고무래로,11650,3121001,00,0,00089,00000,반포동,반포써밋,1342,84.9716,2024,1,31,270500,20,2018,11650-4703,None,None,중개거래,서울 서초구,24.05.01,103동,개인,개인,N
29,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,84.96,2024,1,21,134000,19,2012,11650-3821,None,None,중개거래,서울 서초구,24.02.16,208,개인,개인,N
30,11650,10800,1,1671,0005,서초중앙로22길,11650,4163707,01,0,00025,00000,서초동,대림서초리시온,1671-5,33.54,2024,1,29,32300,11,2003,11650-605,None,None,중개거래,서울 서초구,24.02.15,None,개인,개인,N
31,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.96,2024,1,27,262000,27,2009,11650-3559,None,None,중개거래,서울 서초구,24.04.15,106,법인,개인,N
32,11650,10600,1,0162,0000,반포대로,11650,2121003,01,0,00310,00006,잠원동,반포센트럴자이,162,84.98,2024,1,20,341000,15,2020,11650-4805,None,None,중개거래,"경기 성남시 분당구, 서울 서초구",24.03.19,101,개인,개인,N
33,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,59.96,2024,1,20,290000,27,2023,11650-5126,None,None,중개거래,서울 서초구,24.08.23,117,개인,개인,N
34,11650,10600,1,0031,0014,강남대로95길,11650,4163039,01,0,00056,00000,잠원동,대주피오레아파트,31-14,123.08,2024,1,16,140000,10,2002,11650-157,None,None,중개거래,서울 서초구,24.04.08,None,개인,개인,N
35,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,84.99,2024,1,20,377000,16,2016,11650-4440,None,None,중개거래,서울 서초구,24.04.30,111동,개인,개인,N
36,11650,10700,1,0002,0012,신반포로15길,11650,4163450,00,0,00019,00000,반포동,아크로리버파크,2-12,59.98,2024,1,20,267000,15,2016,11650-4440,None,None,중개거래,서울 서초구,24.07.01,113동,개인,개인,N
37,11650,10800,1,1445,0004,서초중앙로,11650,3121024,03,0,00026,00000,서초동,래미안서초유니빌,1445-4,45.255,2024,1,17,40000,5,2003,11650-518,None,None,중개거래,"경기 화성시, 서울 서초구",24.02.21,래미안 서초유니빌,법인,개인,N
38,11650,10700,1,0070,0001,사평대로28길,11650,4163330,01,0,00031,00000,반포동,한신서래,70-1,64.53,2024,1,6,165000,3,1987,11650-232,None,None,중개거래,서울 서초구,24.04.26,4,개인,개인,N
39,11650,10100,1,0754,0001,동광로1길,11650,4163119,01,0,00112,00000,방배동,롯데캐슬헤론,754-1,124.27,2024,1,19,183000,12,2006,11650-3317,None,None,중개거래,서울 서초구,24.05.24,102,개인,개인,N
40,11650,10300,1,0067,0000,바우뫼로,11650,3121009,02,0,00033,00000,우면동,한라,67,59.98,2024,1,16,101000,3,1994,11650-483,None,None,중개거래,서울 서초구,24.03.06,105,개인,개인,N
41,11650,10100,1,1015,0000,방배로,11650,3121010,01,0,00014,00000,방배동,임광,1015,136.38,2024,1,24,230000,6,1985,11650-341,None,None,중개거래,서울 서초구,24.03.06,3,개인,개인,N
42,11650,10800,1,1682,0000,서초대로65길,11650,4163425,01,0,00013,00010,서초동,서초래미안,1682,84.95,2024,1,24,205000,13,2003,11650-523,None,None,중개거래,서울 서초구,24.05.22,104,개인,개인,N
43,11650,10800,1,1326,0017,서초대로74길,11650,4163433,01,0,00030,00000,서초동,우성아파트,1326-17,59.93,2024,1,14,131000,16,1998,11650-60,None,None,직거래,None,24.07.31,501,개인,개인,N
44,11650,10800,1,1686,0009,서초중앙로24길,11650,4163710,01,0,00033,00000,서초동,서초교대e편한세상,1686-9,84.93,2024,1,17,237000,4,2010,11650-3579,None,None,중개거래,"서울 서초구, 서울 성동구",24.04.17,102,개인,개인,N
45,11650,10900,1,0411,0000,헌릉로8길,11650,4163749,02,0,00058,00000,내곡동,서초더샵포레,411,101.95,2024,1,10,150000,3,2014,11650-4063,None,None,중개거래,서울 서초구,24.03.14,118,개인,개인,N
46,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,101.97,2024,1,23,495000,16,2023,11650-5126,None,None,중개거래,"서울 서초구, 인천 서구",24.10.04,106,개인,개인,N
47,11650,10300,1,0773,0000,양재대로2길,11650,4163748,01,0,00090,00000,우면동,서초힐스,773,74.97,2024,1,19,126000,22,2012,11650-3821,None,None,중개거래,서울 서초구,24.02.20,201,개인,개인,N
48,11650,10800,1,1671,0005,서초중앙로22길,11650,4163707,01,0,00025,00000,서초동,대림서초리시온,1671-5,49.92,2024,1,19,53000,6,2003,11650-605,None,None,중개거래,서울 서초구,24.02.23,None,개인,개인,N
49,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,1,15,240000,6,1987,11650-172,None,None,중개거래,서울 서초구,24.05.28,306,개인,개인,N
50,11650,10600,1,0158,0000,잠원로8길,11650,4163529,00,0,00035,00000,잠원동,래미안신반포팰리스,158,84.49,2024,1,15,294000,31,2016,11650-4439,None,None,중개거래,서울 서초구,24.02.23,106동,개인,개인,N
51,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2024,1,13,245000,13,1988,11650-28,None,None,중개거래,서울 서초구,24.04.24,1,개인,개인,N
52,11650,10800,1,1682,0000,서초대로65길,11650,4163425,01,0,00013,00010,서초동,서초래미안,1682,84.95,2024,1,19,203000,9,2003,11650-523,None,None,중개거래,서울 서초구,24.04.29,111,개인,개인,N
53,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,84.93,2024,1,20,362000,15,2009,11650-3559,None,None,중개거래,서울 서초구,24.03.27,101,개인,개인,N
54,11650,10300,1,0067,0000,바우뫼로,11650,3121009,02,0,00033,00000,우면동,한라,67,59.98,2024,1,12,96000,6,1994,11650-483,None,None,중개거래,서울 서초구,24.02.28,105,개인,개인,N
55,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,84.95,2024,1,12,380000,6,2023,11650-5126,None,None,중개거래,서울 서초구,24.09.03,114,개인,개인,N
56,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,59.98,2024,1,15,240000,25,2009,11650-3500,None,None,중개거래,서울 서초구,24.02.28,144,법인,개인,N
57,11650,10600,1,0071,0012,잠원로3길,11650,4163527,01,0,00006,00000,잠원동,킴스빌리지,71-12,23.7,2024,1,29,60000,14,1996,11650-142,None,None,중개거래,서울 서초구,24.02.08,101,개인,개인,N
58,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,132.439,2024,1,15,460000,19,2009,11650-3500,None,None,중개거래,서울 서초구,24.04.29,102,개인,개인,N
59,11650,10600,1,0160,0000,잠원로,11650,3121019,01,0,00060,00000,잠원동,신반포자이,160,114.94,2024,1,17,410000,12,2018,11650-4675,None,None,중개거래,서울 서초구,24.08.20,101,개인,개인,N
60,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,59.98,2024,1,24,239000,23,2009,11650-3500,None,None,중개거래,서울 서초구,24.05.22,142,개인,개인,N
61,11650,10600,1,0162,0000,반포대로,11650,2121003,01,0,00310,00006,잠원동,반포센트럴자이,162,84.95,2024,1,17,328000,26,2020,11650-4805,None,None,중개거래,서울 서초구,24.04.18,103,개인,개인,N
62,11650,10100,1,0772,0013,방배로,11650,3121010,01,0,00239,00000,방배동,현대멤피스,772-13,133.31,2024,1,15,223000,14,2001,11650-373,None,None,중개거래,서울 서초구,24.02.29,102,개인,개인,N
63,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,73.15,2024,1,13,125000,2,1991,11650-440,None,None,중개거래,서울 서초구,24.03.29,110,개인,개인,N
64,11650,10300,1,0789,0000,양재대로2길,11650,4163748,01,0,00011,00000,우면동,호반써밋서초파크뷰(토지임대부아파트),789,84.95,2024,1,13,115000,10,2013,11650-3976,None,None,중개거래,서울 서초구,24.02.29,503,개인,개인,Y
65,11650,10800,1,1686,0009,서초중앙로24길,11650,4163710,01,0,00033,00000,서초동,서초교대e편한세상,1686-9,84.97,2024,1,13,232000,5,2010,11650-3579,None,None,중개거래,서울 서초구,24.04.23,103,개인,개인,N
66,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,165.92,2024,1,25,398000,3,1988,11650-28,None,None,중개거래,서울 서초구,24.05.27,15,개인,개인,N
67,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,59.993,2024,1,5,230000,27,2010,11650-3617,None,None,중개거래,서울 서초구,24.04.12,106,개인,개인,N
68,11650,10800,1,1582,0003,반포대로18길,11650,4163228,00,0,00036,00000,서초동,서초센트럴IPARK,1582-3,80.5332,2024,1,12,150000,26,2020,11650-4827,None,None,중개거래,서울 영등포구,24.02.13,101동,개인,개인,N
69,11650,10300,1,0070,0000,바우뫼로,11650,3121009,02,0,00053,00000,우면동,코오롱,70,52.47,2024,1,6,100000,1,1994,11650-482,None,None,중개거래,서울 서초구,24.04.29,102,개인,개인,N
70,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,130.73,2024,1,21,302500,2,1988,11650-28,None,None,중개거래,서울 서초구,24.05.08,10,개인,개인,N
71,11650,10800,1,1685,0000,서초중앙로,11650,3121024,03,0,00200,00000,서초동,삼풍아파트,1685,79.47,2024,1,25,270000,10,1988,11650-28,None,None,중개거래,서울 서초구,24.05.27,6,개인,개인,N
72,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,107.39,2024,1,9,283000,8,1979,11650-125,None,None,중개거래,서울 서초구,24.03.25,211,개인,개인,N
73,11650,10600,1,0054,0000,잠원로,11650,3121019,01,0,00166,00004,잠원동,미주파스텔,54,59.57,2024,1,13,145000,15,2002,11650-103,None,None,중개거래,서울 서초구,24.04.17,None,개인,개인,N
74,11650,10300,1,0789,0000,양재대로2길,11650,4163748,01,0,00011,00000,우면동,호반써밋서초파크뷰(토지임대부아파트),789,59.93,2024,1,20,90000,6,2013,11650-3976,None,None,중개거래,서울 서초구,24.03.21,501,개인,개인,Y
75,11650,10100,1,0884,0021,서초대로34길,11650,4163403,01,0,00034,00000,방배동,대림e-편한세상1,884-21,164.25,2024,1,5,255000,14,2003,11650-511,None,None,중개거래,서울 서초구,24.05.24,102,개인,개인,N
76,11650,10200,1,0154,0002,바우뫼로,11650,3121009,01,0,00091,00000,양재동,우성,154-2,84.58,2024,1,18,135000,11,1991,11650-440,None,None,직거래,None,24.02.13,111,개인,개인,N
77,11650,10800,1,1334,0001,사임당로,11650,3121014,01,0,00130,00000,서초동,신동아아파트(2차),1334-1,166.1,2024,1,11,295000,8,1979,11650-484,None,None,중개거래,서울 서초구,24.03.28,8,개인,개인,N
78,11650,10600,1,0063,0034,신반포로33길,11650,4163453,01,0,00064,00000,잠원동,한신로얄,63-34,81.23,2024,1,8,182000,4,1992,11650-147,None,None,중개거래,서울 서초구,24.05.02,1,개인,개인,N
79,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.96,2024,1,13,258000,13,2009,11650-3559,None,None,중개거래,서울 서초구,24.01.31,104,개인,개인,N
80,11650,10800,1,1755,0000,서운로,11650,3121016,00,None,00062,00000,서초동,래미안 리더스원,1755,178.68,2024,1,11,540000,4,2020,11650-4887,None,None,중개거래,서울 서초구,24.03.19,102동,개인,개인,N
81,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,105.89,2024,1,5,288000,7,1979,11650-125,None,None,중개거래,서울 서초구,24.04.30,203,개인,개인,N
82,11650,10800,1,1520,0009,반포대로21길,11650,4163232,01,0,00074,00000,서초동,레미안서초6차(1520-9),1520-9,113.94,2024,1,13,161700,1,2006,11650-3277,None,None,중개거래,서울 서초구,24.05.27,602,개인,개인,N
83,11650,10800,1,1330,0000,강남대로53길,11650,4163026,01,0,00011,00000,서초동,서초동삼성쉐르빌2,1330,70.49,2024,1,20,84000,7,2002,11650-608,None,None,중개거래,서울 서초구,24.04.24,None,개인,개인,N
84,11650,10100,1,0772,0013,방배로,11650,3121010,01,0,00249,00000,방배동,현대멤피스,772-13,158.82,2024,1,2,260000,11,2001,11650-373,None,None,중개거래,서울 서초구,24.04.01,105,개인,개인,N
85,11650,10700,1,1341,0000,서초중앙로,11650,3121024,02,0,00220,00000,반포동,반포래미안아이파크,1341,99.92,2024,1,20,362000,29,2018,11650-4678,None,None,중개거래,서울 서초구,24.01.31,105,개인,개인,N
86,11650,10700,1,0030,0026,고무래로,11650,3121001,01,0,00035,00000,반포동,반포리체,30-26,106.148,2024,1,5,327000,27,2010,11650-3617,None,None,중개거래,서울 서초구,24.02.22,101,개인,개인,N
87,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,59.98,2024,1,2,235000,25,2009,11650-3500,None,None,중개거래,서울 서초구,24.03.21,131,개인,개인,N
88,11650,10600,1,0058,0000,나루터로,11650,3121002,01,0,00046,00000,잠원동,금호베스트빌,58,140.36,2024,1,11,266000,6,2002,11650-156,None,None,중개거래,서울 서초구,24.03.29,101,개인,개인,N
89,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,59.98,2024,1,6,235000,10,2009,11650-3500,None,None,중개거래,서울 서초구,24.03.20,134,개인,개인,N
90,11650,10100,1,0988,0001,효령로,11650,3121021,01,0,00164,00000,방배동,신동아,988-1,106.42,2024,1,6,235000,2,1981,11650-322,None,None,중개거래,서울 서초구,24.01.23,2,개인,개인,N
91,11650,10600,1,0049,0008,잠원로,11650,3121019,01,0,00213,00010,잠원동,한강,49-8,84.53,2024,1,19,230000,15,1989,11650-144,None,None,중개거래,서울 서초구,24.01.25,1,개인,개인,N
92,11650,11100,1,0568,0000,헌릉로8길,11650,4163749,01,0,00022,00000,신원동,서초포레스타3단지,568,59.96,2024,1,9,108000,5,2014,11650-4040,None,None,중개거래,서울 서초구,24.02.23,304,개인,개인,N
93,11650,10600,1,0071,0012,잠원로3길,11650,4163527,01,0,00006,00000,잠원동,킴스빌리지,71-12,23.7,2024,1,2,53800,2,1996,11650-142,None,None,중개거래,서울 서초구,24.02.29,101,개인,개인,N
94,11650,10100,1,0424,0028,방배천로18길,11650,4163687,01,0,00011,00000,방배동,롯데캐슬아르떼,424-28,84.9145,2024,1,17,200000,4,2013,11650-4044,None,None,중개거래,서울 서초구,24.01.31,101,개인,개인,N
95,11650,10800,1,1617,0021,서리풀길,11650,4163371,01,0,00014,00000,서초동,(1617-21),1617-21,111.16,2024,1,14,105000,2,2007,11650-3362,None,None,중개거래,서울 서초구,24.04.03,1,개인,개인,N
96,11650,10700,1,0060,0004,서초중앙로29길,11650,4163713,01,0,00028,00000,반포동,반포미도,60-4,84.96,2024,1,6,239000,8,1987,11650-172,None,None,중개거래,"서울 마포구, 서울 서초구",24.02.28,303,개인,개인,N
97,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,59.96,2024,1,8,280000,17,2023,11650-5126,O,24.08.07,중개거래,서울 서초구,None,None,기타,개인,N
98,11650,10800,1,1685,0003,서초중앙로,11650,3121024,03,0,00188,00000,서초동,아크로비스타,1685-3,138.96,2024,1,15,245000,8,2004,11650-724,None,None,중개거래,서울 서초구,24.01.15,C,개인,개인,N
99,11650,10800,1,1337,0003,효령로77길,11650,4163659,01,0,00030,00000,서초동,urbanplace,1337-3,20.998,2024,1,5,18800,8,2014,11650-4072,None,None,중개거래,서울 서초구,24.04.03,1,개인,개인,N
100,11650,10700,1,0046,0000,고무래로10길,11650,4163042,01,0,00039,00000,반포동,엠브이아파트,46,83.4,2024,1,6,146000,7,1994,11650-199,None,None,중개거래,서울 서초구,24.01.25,None,개인,개인,N
101,11650,10100,1,0866,0020,서초대로,11650,2121002,01,0,00017,00000,방배동,방배대우디오빌,866-20,29.6,2024,1,4,29800,9,2005,11650-3191,None,None,중개거래,서울 서초구,24.02.01,None,개인,개인,N
102,11650,10800,1,1330,0000,강남대로53길,11650,4163026,01,0,00011,00000,서초동,서초동삼성쉐르빌2,1330,70.49,2024,1,4,78000,14,2002,11650-608,None,None,중개거래,서울 송파구,24.01.05,None,개인,개인,N
103,11650,10800,1,1648,0002,사임당로19길,11650,4163315,01,0,00010,00000,서초동,서초현대,1648-2,84.78,2024,2,11,150000,10,1999,11650-46,None,None,직거래,None,24.10.02,101,개인,개인,N
104,11650,10700,1,0001,0000,반포대로,11650,2121003,00,None,00333,00000,반포동,래미안원베일리,1,59.96,2024,2,3,291000,33,2023,11650-5126,None,None,중개거래,서울 서초구,24.08.28,117,개인,개인,N
105,11650,10600,1,0033,0011,신반포로45길,11650,4163459,01,0,00071,00000,잠원동,월드메르디앙,33-11,116.42,2024,2,13,150000,3,2002,11650-135,None,None,중개거래,서울 서초구,24.04.11,101,개인,개인,N
106,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,194.515,2024,2,29,600000,8,2009,11650-3500,None,None,중개거래,서울 서초구,24.07.17,112,개인,개인,N
107,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,59.89,2024,2,28,269000,26,2009,11650-3559,None,None,중개거래,서울 서초구,24.05.10,106,개인,개인,N
108,11650,10600,1,0053,0015,잠원로,11650,3121019,01,0,00166,00017,잠원동,강변,53-15,84.53,2024,2,29,190000,2,1987,11650-97,None,None,중개거래,서울 서초구,24.06.24,3,개인,개인,N
109,11650,10100,1,0988,0001,효령로,11650,3121021,01,0,00164,00000,방배동,신동아,988-1,105.86,2024,2,27,243000,14,1981,11650-322,None,None,중개거래,서울 서초구,24.06.13,2,개인,개인,N
110,11650,10800,1,1593,0007,효령로53길,11650,4163646,01,0,00045,00000,서초동,서초이오빌,1593-7,45.96,2024,2,26,38500,3,2003,11650-521,None,None,중개거래,서울 서초구,24.04.30,None,개인,개인,N
111,11650,10700,1,0018,0001,반포대로,11650,2121003,02,0,00275,00000,반포동,래미안퍼스티지,18-1,168.65,2024,2,29,597000,11,2009,11650-3559,None,None,중개거래,서울 서초구,24.07.10,119,개인,개인,N
112,11650,10800,1,1337,0022,강남대로,11650,2102001,04,0,00321,00000,서초동,서초동대우디오빌프라임,1337-22,57.88,2024,2,24,70000,13,2005,11650-3218,None,None,직거래,None,24.03.22,서초동대우디오빌프라임,개인,개인,N
113,11650,10600,1,0159,0000,잠원로,11650,3121019,00,0,00117,00000,잠원동,아크로리버뷰신반포,159,84.79,2024,2,29,385000,13,2018,11650-4676,None,None,중개거래,서울 서초구,24.06.27,105동,개인,개인,N
114,11650,10200,1,0206,0007,매헌로6길,11650,4163179,01,0,00042,00000,양재동,성영,206-7,83.12,2024,2,20,83000,4,2002,11650-731,None,None,중개거래,서울 서초구,24.05.27,None,개인,개인,N
115,11650,10700,1,0070,0001,사평대로28길,11650,4163330,01,0,00031,00000,반포동,한신서래,70-1,45.72,2024,2,29,126000,4,1987,11650-232,None,None,중개거래,서울 서초구,24.04.08,4,개인,개인,N
116,11650,10600,1,0163,0000,신반포로23길,11650,4163452,01,0,00023,00000,잠원동,반포르엘,163,84.3465,2024,2,29,345000,22,2022,11650-5015,None,None,중개거래,서울 서초구,24.06.28,101,개인,개인,N
117,11650,10800,1,1616,0010,서리풀4길,11650,4163368,01,0,00043,00000,서초동,서초극동스타클래스,1616-10,84.3,2024,2,22,139800,3,2003,11650-602,None,None,중개거래,"경기 오산시, 서울 서초구",24.04.29,101,개인,개인,N
118,11650,10600,1,0070,0000,잠원로,11650,3121019,01,0,00037,00048,잠원동,신반포4,70,96.48,2024,2,23,282000,10,1979,11650-125,None,None,중개거래,서울 서초구,24.06.18,204,개인,개인,N
119,11650,10700,1,0020,0043,신반포로,11650,3121017,02,0,00270,00000,반포동,반포자이,20-43,84.943,2024,2,22,300000,12,2009,11650-3500,None,None,중개거래,서울 서초구,24.05.30,125,개인,개인,N
120,11650,10300,1,0067,0000,바우뫼로,11650,3121009,02,0,00033,00000,우면동,한라,67,59.98,2024,2,27,97000,6,1994,11650-483,None,None,중개거래,서울 서초구,24.07.11,102,개인,개인,N
121,11650,10800,1,1757,0000,효령로,11650,3121021,00,None,00391,00000,서초동,서초그랑자이,1757,59.98,2024,2,28,230000,23,2021,11650-4969,None,None,중개거래,서울 서초구,24.07.10,102동,개인,개인,N
122,11650,10800,1,1332,0013,서운로,11650,3121016,00,0,00107,00000,서초동,래미안서초에스티지,1332-13,139.99,2024,2,21,340000,12,2016,11650-4470,None,None,중개거래,서울 서초구,24.06.18,101동,개인,개인,N
