년월,구명,매매거래수,전월세거래수,갭투자비율(%)
201402,구로구,436,776,1.83
201402,금천구,134,212,3.73
201402,노원구,842,1525,3.44
201402,도봉구,383,552,2.09
201402,동대문구,305,369,1.31
201402,동작구,396,563,2.78
201402,마포구,349,593,1.72
201402,서대문구,198,332,1.01
201402,서초구,438,1023,1.6
201402,성동구,339,641,3.54
201402,성북구,453,565,1.77
201402,송파구,669,1269,2.24
201402,양천구,378,901,3.44
201402,영등포구,500,794,2.0
201402,용산구,189,345,0.0
201402,은평구,253,410,1.19
201402,종로구,59,140,1.69
201402,중구,99,234,2.02
201402,중랑구,300,451,2.67
201403,강남구,448,1389,2.01
201403,강동구,470,766,2.98
201403,강북구,196,259,2.55
201403,강서구,451,806,1.11
201403,관악구,268,447,2.99
201403,광진구,161,314,1.86
201403,구로구,464,668,1.08
201403,금천구,143,208,1.4
201403,노원구,766,1476,2.61
201403,도봉구,328,512,4.57
201403,동대문구,356,404,1.97
201403,동작구,299,528,1.67
201403,마포구,241,647,1.66
201403,서대문구,220,320,0.0
201403,서초구,393,791,0.76
201403,성동구,312,716,1.28
201403,성북구,475,557,2.53
201403,송파구,458,1235,3.71
201403,양천구,318,746,2.2
201403,영등포구,374,691,1.87
201403,용산구,176,313,1.7
201403,은평구,292,500,1.03
201403,종로구,68,125,1.47
201403,중구,83,207,1.2
201403,중랑구,275,556,2.91
201404,강남구,313,1331,3.19
201404,강동구,218,603,3.21
201404,강북구,114,218,2.63
201404,강서구,268,710,1.49
201404,관악구,192,332,0.0
201404,광진구,135,278,2.22
201404,구로구,327,591,0.92
201404,금천구,100,167,4.0
201404,노원구,535,1155,3.18
201404,도봉구,253,457,1.98
201404,동대문구,218,367,0.92
201404,동작구,202,416,2.97
201404,마포구,180,437,1.67
201404,서대문구,147,272,2.72
201404,서초구,259,763,0.77
201404,성동구,220,535,2.27
201404,성북구,352,474,2.56
201404,송파구,295,1072,3.73
201404,양천구,221,614,0.9
201404,영등포구,242,604,1.65
201404,용산구,140,313,2.14
201404,은평구,191,540,0.52
201404,종로구,49,79,4.08
201404,중구,64,165,0.0
201404,중랑구,191,354,1.57
201405,강남구,364,1250,4.67
201405,강동구,226,634,2.21
201405,강북구,104,296,1.92
201405,강서구,263,730,1.52
201405,관악구,138,342,0.72
201405,광진구,101,232,1.98
201405,구로구,244,497,0.82
201405,금천구,90,149,1.11
201405,노원구,428,1128,1.17
201405,도봉구,236,464,2.97
201405,동대문구,162,358,0.62
201405,동작구,207,415,1.45
201405,마포구,154,450,1.3
201405,서대문구,153,264,0.65
201405,서초구,256,636,2.34
201405,성동구,153,522,0.65
201405,성북구,302,540,1.99
201405,송파구,249,1019,2.81
201405,양천구,246,608,2.85
201405,영등포구,244,566,0.82
201405,용산구,76,279,1.32
201405,은평구,166,418,2.41
201405,종로구,38,79,0.0
201405,중구,52,176,3.85
201405,중랑구,153,330,0.65
201406,강남구,365,1220,3.56
201406,강동구,281,567,3.2
201406,강북구,111,233,3.6
201406,강서구,243,786,1.65
201406,관악구,186,340,0.54
201406,광진구,102,223,1.96
201406,구로구,242,503,0.41
201406,금천구,98,138,0.0
201406,노원구,548,1005,2.19
201406,도봉구,222,392,2.25
201406,동대문구,197,283,1.02
201406,동작구,211,417,1.9
201406,마포구,181,449,0.55
201406,서대문구,147,231,0.0
201406,서초구,325,674,2.15
201406,성동구,189,465,1.59
201406,성북구,326,532,0.92
201406,송파구,316,994,2.85
201406,양천구,212,637,2.36
201406,영등포구,221,481,0.0
201406,용산구,80,261,0.0
201406,은평구,200,370,0.0
201406,종로구,41,93,0.0
201406,중구,37,170,2.7
201406,중랑구,187,274,0.0
201407,강남구,462,1329,2.38
201407,강동구,327,640,3.36
201407,강북구,113,240,0.88
201407,강서구,333,905,2.4
201407,관악구,207,346,1.45
201407,광진구,102,244,0.98
201407,구로구,366,575,1.64
201407,금천구,89,126,3.37
201407,노원구,623,1059,1.77
201407,도봉구,295,415,0.68
201407,동대문구,236,321,1.27
201407,동작구,223,443,0.45
201407,마포구,183,500,0.55
201407,서대문구,179,273,1.12
201407,서초구,409,718,0.49
201407,성동구,236,522,2.97
201407,성북구,368,544,1.36
201407,송파구,461,1224,6.94
201407,양천구,250,653,3.2
201407,영등포구,245,567,2.04
201407,용산구,104,278,0.96
201407,은평구,201,536,0.5
201407,종로구,43,82,0.0
201407,중구,49,173,2.04
201407,중랑구,355,290,1.13
201408,강남구,641,1368,3.12
201408,강동구,455,676,3.08
201408,강북구,147,215,1.36
201408,강서구,550,900,1.64
201408,관악구,246,379,2.85
201408,광진구,191,238,1.05
201408,구로구,487,521,1.03
201408,금천구,142,164,0.7
201408,노원구,856,1165,1.99
201408,도봉구,404,450,0.99
201408,동대문구,347,357,0.0
201408,동작구,298,495,1.68
201408,마포구,323,644,0.93
201408,서대문구,261,315,2.3
201408,서초구,495,706,2.02
201408,성동구,356,534,2.25
201408,성북구,478,598,1.67
201408,송파구,613,1263,5.06
201408,양천구,327,621,1.53
201408,영등포구,317,591,2.21
201408,용산구,154,327,0.65
201408,은평구,240,440,2.08
201408,종로구,69,88,0.0
201408,중구,89,143,2.25
201408,중랑구,480,307,2.71
201409,강남구,673,1214,2.97
201409,강동구,454,699,4.63
201409,강북구,155,199,0.65
201409,강서구,589,843,2.38
201409,관악구,275,370,2.55
201409,광진구,215,234,1.4
201409,구로구,525,551,1.9
201409,금천구,163,168,1.23
201409,노원구,1206,1179,2.4
201409,도봉구,469,425,1.71
201409,동대문구,319,400,1.57
201409,동작구,339,488,2.95
201409,마포구,311,677,1.61
201409,서대문구,239,314,3.35
201409,서초구,499,732,2.2
201409,성동구,382,515,3.66
201409,성북구,475,569,2.11
201409,송파구,623,1328,4.65
201409,양천구,518,680,3.28
201409,영등포구,421,572,0.95
201409,용산구,169,314,1.18
201409,은평구,302,610,1.99
201409,종로구,69,58,0.0
201409,중구,110,150,1.82
201409,중랑구,327,298,1.22
201410,강남구,590,1431,2.88
201410,강동구,389,745,2.06
201410,강북구,137,218,2.19
201410,강서구,500,767,4.0
201410,관악구,294,473,1.36
201410,광진구,171,304,0.58
201410,구로구,444,569,0.9
201410,금천구,159,196,3.14
201410,노원구,813,1335,3.08
201410,도봉구,338,452,1.18
201410,동대문구,266,353,1.13
201410,동작구,320,574,3.12
201410,마포구,273,706,1.47
201410,서대문구,265,438,6.04
201410,서초구,438,936,2.05
201410,성동구,332,533,1.2
201410,성북구,478,636,2.09
201410,송파구,511,1515,3.13
201410,양천구,348,743,1.72
201410,영등포구,404,622,1.49
201410,용산구,130,356,0.0
201410,은평구,261,415,0.38
201410,종로구,67,112,1.49
201410,중구,108,173,0.93
201410,중랑구,333,296,1.5
201411,강남구,352,1528,4.83
201411,강동구,294,694,2.04
201411,강북구,98,161,4.08
201411,강서구,389,701,1.54
201411,관악구,208,352,2.88
201411,광진구,145,290,0.0
201411,구로구,316,490,1.58
201411,금천구,119,154,1.68
201411,노원구,564,1081,2.3
201411,도봉구,236,392,1.27
201411,동대문구,218,350,1.38
201411,동작구,215,490,1.86
201411,마포구,190,700,1.05
201411,서대문구,183,353,2.19
201411,서초구,306,919,1.31
201411,성동구,262,499,3.05
201411,성북구,396,514,1.01
201411,송파구,285,1303,4.21
201411,양천구,257,740,2.33
201411,영등포구,245,521,0.82
201411,용산구,102,244,0.98
201411,은평구,213,340,0.47
201411,종로구,64,75,0.0
201411,중구,71,148,1.41
201411,중랑구,212,266,0.47
201412,강남구,470,1660,2.98
201412,강동구,497,746,1.61
201412,강북구,98,163,2.04
201412,강서구,392,690,2.3
201412,관악구,205,447,1.95
201412,광진구,126,290,0.79
201412,구로구,332,513,1.2
201412,금천구,91,133,1.1
201412,노원구,597,1250,1.17
201412,도봉구,230,387,1.3
201412,동대문구,217,344,0.92
201412,동작구,241,654,2.9
201412,마포구,233,838,1.72
201412,서대문구,172,321,1.74
201412,서초구,348,1166,2.01
201412,성동구,251,602,2.79
201412,성북구,315,559,1.59
201412,송파구,333,1568,2.7
201412,양천구,265,880,2.64
201412,영등포구,278,605,1.08
201412,용산구,99,315,1.01
201412,은평구,176,335,2.27
201412,종로구,65,93,0.0
201412,중구,56,177,1.79
201412,중랑구,210,258,0.0
201501,강남구,600,1805,5.67
201501,강동구,733,908,4.23
201501,강북구,166,202,0.6
201501,강서구,741,794,1.62
201501,관악구,295,478,2.03
201501,광진구,196,336,0.51
201501,구로구,473,583,3.17
201501,금천구,159,147,2.52
201501,노원구,850,1315,2.59
201501,도봉구,383,484,2.61
201501,동대문구,361,426,0.55
201501,동작구,403,741,2.98
201501,마포구,342,838,2.63
201501,서대문구,306,386,1.63
201501,서초구,547,1208,2.19
201501,성동구,340,653,3.53
201501,성북구,494,696,2.63
201501,송파구,561,1585,3.57
201501,양천구,380,834,2.63
201501,영등포구,393,705,1.02
201501,용산구,158,347,2.53
201501,은평구,242,478,1.24
201501,종로구,75,109,1.33
201501,중구,92,183,1.09
201501,중랑구,307,342,1.95
201502,강남구,629,1567,6.52
201502,강동구,674,876,5.49
201502,강북구,203,175,0.99
201502,강서구,746,690,2.14
201502,관악구,312,429,2.88
201502,광진구,193,306,2.07
201502,구로구,493,501,1.22
201502,금천구,182,134,0.55
201502,노원구,902,1324,4.43
201502,도봉구,403,461,2.48
201502,동대문구,327,420,0.92
201502,동작구,396,582,2.53
201502,마포구,355,621,2.25
201502,서대문구,254,277,2.36
201502,서초구,484,1012,2.27
201502,성동구,330,605,2.73
201502,성북구,569,595,1.41
201502,송파구,577,1326,4.16
201502,양천구,435,841,3.45
201502,영등포구,399,622,0.25
201502,용산구,163,338,1.23
201502,은평구,327,402,0.61
201502,종로구,73,93,2.74
201502,중구,103,166,2.91
201502,중랑구,307,304,1.95
201503,강남구,901,1570,5.22
201503,강동구,823,1330,3.77
201503,강북구,329,228,1.22
201503,강서구,1075,847,1.77
201503,관악구,473,465,2.11
201503,광진구,304,349,1.64
201503,구로구,841,661,0.71
201503,금천구,258,177,1.16
201503,노원구,1472,1584,3.6
201503,도봉구,660,622,2.42
201503,동대문구,543,483,1.47
201503,동작구,620,630,2.1
201503,마포구,586,746,1.54
201503,서대문구,416,349,2.16
201503,서초구,731,1021,1.92
201503,성동구,656,716,3.66
201503,성북구,869,663,2.76
201503,송파구,918,1588,3.05
201503,양천구,748,849,2.67
201503,영등포구,697,728,2.01
201503,용산구,293,373,2.39
201503,은평구,485,560,1.65
201503,종로구,121,96,0.83
201503,중구,177,208,1.69
201503,중랑구,525,388,1.9
201504,강남구,788,1352,4.44
201504,강동구,603,734,2.65
201504,강북구,262,183,0.76
201504,강서구,797,733,1.0
201504,관악구,392,341,1.28
201504,광진구,221,255,0.9
201504,구로구,607,500,1.15
201504,금천구,164,147,3.66
201504,노원구,1094,1187,3.2
201504,도봉구,514,446,2.53
201504,동대문구,442,397,1.13
201504,동작구,489,440,1.84
201504,마포구,478,609,1.46
201504,서대문구,344,226,0.29
201504,서초구,526,724,1.9
201504,성동구,530,545,2.64
201504,성북구,581,514,2.58
201504,송파구,680,1202,3.53
201504,양천구,580,698,2.07
201504,영등포구,514,551,1.75
201504,용산구,245,347,3.67
201504,은평구,400,364,0.5
201504,종로구,62,78,0.0
201504,중구,131,145,3.05
201504,중랑구,399,309,1.5
201505,강남구,687,1204,4.66
201505,강동구,467,773,3.64
201505,강북구,261,150,1.53
201505,강서구,646,635,1.24
201505,관악구,388,333,2.06
201505,광진구,170,240,2.35
201505,구로구,482,420,1.24
201505,금천구,174,130,2.3
201505,노원구,974,1124,2.77
201505,도봉구,447,400,1.12
201505,동대문구,354,393,1.41
201505,동작구,398,363,1.51
201505,마포구,408,491,0.98
201505,서대문구,286,234,1.4
201505,서초구,477,671,2.31
201505,성동구,384,491,1.3
201505,성북구,520,509,0.96
201505,송파구,670,1069,2.54
201505,양천구,466,619,2.58
201505,영등포구,463,492,0.86
201505,용산구,185,291,1.62
201505,은평구,328,331,0.61
201505,종로구,74,90,0.0
201505,중구,132,124,0.76
201505,중랑구,330,276,1.52
201506,강남구,610,1181,4.59
201506,강동구,438,777,2.05
201506,강북구,239,170,2.09
201506,강서구,868,616,1.5
201506,관악구,398,287,1.76
201506,광진구,174,202,1.72
201506,구로구,500,416,0.4
201506,금천구,196,190,1.02
201506,노원구,1065,1170,3.47
201506,도봉구,461,362,0.65
201506,동대문구,385,352,1.04
201506,동작구,434,402,1.15
201506,마포구,434,434,1.61
201506,서대문구,322,268,2.8
201506,서초구,433,875,1.62
201506,성동구,386,491,2.33
201506,성북구,590,475,2.2
201506,송파구,619,966,2.26
201506,양천구,582,775,2.92
201506,영등포구,479,502,1.88
201506,용산구,198,296,1.01
201506,은평구,352,304,1.14
201506,종로구,72,60,0.0
201506,중구,163,122,1.23
201506,중랑구,334,239,0.6
201507,강남구,641,1339,4.99
201507,강동구,545,702,2.75
201507,강북구,235,197,2.98
201507,강서구,842,658,1.19
201507,관악구,393,303,1.53
201507,광진구,196,201,0.51
201507,구로구,591,445,1.69
201507,금천구,194,146,1.03
201507,노원구,1091,1123,2.29
201507,도봉구,522,402,1.92
201507,동대문구,340,361,1.76
201507,동작구,423,407,2.6
201507,마포구,369,468,2.17
201507,서대문구,304,302,0.66
201507,서초구,422,836,1.66
201507,성동구,384,433,1.3
201507,성북구,638,485,1.72
201507,송파구,689,1041,2.9
201507,양천구,610,712,1.64
201507,영등포구,470,484,2.13
201507,용산구,203,291,0.49
201507,은평구,342,292,0.88
201507,종로구,55,86,0.0
201507,중구,168,119,2.38
201507,중랑구,407,257,2.21
201508,강남구,419,1182,3.1
201508,강동구,391,708,5.12
201508,강북구,207,174,3.38
201508,강서구,578,616,3.29
201508,관악구,296,350,1.01
201508,광진구,140,178,0.71
201508,구로구,481,536,2.08
201508,금천구,177,135,1.69
201508,노원구,985,1139,3.15
201508,도봉구,390,381,2.56
201508,동대문구,283,307,1.06
201508,동작구,311,396,1.61
201508,마포구,323,434,1.24
201508,서대문구,260,306,2.31
201508,서초구,328,728,1.52
201508,성동구,309,404,2.27
201508,성북구,498,436,3.41
201508,송파구,520,972,2.31
201508,양천구,468,794,2.56
201508,영등포구,416,494,2.4
201508,용산구,149,249,1.34
201508,은평구,293,334,2.05
201508,종로구,58,66,1.72
201508,중구,153,106,1.96
201508,중랑구,306,227,2.94
201509,강남구,523,971,3.63
201509,강동구,426,645,2.58
201509,강북구,233,150,4.29
201509,강서구,794,583,1.01
201509,관악구,292,296,3.42
201509,광진구,166,171,0.0
201509,구로구,477,446,1.26
201509,금천구,176,125,1.14
201509,노원구,1077,990,2.69
201509,도봉구,441,324,0.68
201509,동대문구,354,246,1.41
201509,동작구,663,331,0.9
201509,마포구,332,391,2.41
201509,서대문구,245,312,2.86
201509,서초구,423,626,1.89
201509,성동구,329,343,2.43
201509,성북구,488,453,3.28
201509,송파구,591,852,3.55
201509,양천구,508,522,2.56
201509,영등포구,417,444,2.16
201509,용산구,158,235,1.27
201509,은평구,265,347,1.51
201509,종로구,67,65,0.0
201509,중구,127,127,0.0
201509,중랑구,269,221,1.86
201510,강남구,687,1465,3.64
201510,강동구,480,763,3.12
201510,강북구,235,192,4.26
201510,강서구,674,777,1.78
201510,관악구,312,332,0.96
201510,광진구,180,252,1.67
201510,구로구,570,560,1.05
201510,금천구,183,190,0.55
201510,노원구,1086,1348,3.31
201510,도봉구,454,450,2.2
201510,동대문구,306,323,1.63
201510,동작구,409,459,1.71
201510,마포구,441,446,0.45
201510,서대문구,275,390,1.82
201510,서초구,504,812,1.59
201510,성동구,419,381,2.15
201510,성북구,443,472,2.71
201510,송파구,816,1165,2.45
201510,양천구,605,732,1.65
201510,영등포구,487,545,1.03
201510,용산구,165,305,1.21
201510,은평구,315,349,0.32
201510,종로구,74,92,0.0
201510,중구,143,153,2.1
201510,중랑구,348,269,2.87
201511,강남구,518,1271,4.83
201511,강동구,378,719,4.23
201511,강북구,114,156,0.0
201511,강서구,397,620,0.25
201511,관악구,201,269,1.99
201511,광진구,171,206,1.75
201511,구로구,356,400,1.12
201511,금천구,120,125,1.67
201511,노원구,648,1007,2.62
201511,도봉구,274,307,1.46
201511,동대문구,204,288,0.98
201511,동작구,280,412,2.14
201511,마포구,285,427,1.05
201511,서대문구,196,371,2.55
201511,서초구,380,766,2.37
201511,성동구,252,355,2.78
201511,성북구,283,402,2.47
201511,송파구,561,1012,2.67
201511,양천구,444,598,1.13
201511,영등포구,341,475,1.47
201511,용산구,140,226,1.43
201511,은평구,253,269,0.79
201511,종로구,58,68,1.72
201511,중구,105,141,0.95
201511,중랑구,230,217,1.3
201512,강남구,279,1534,4.66
201512,강동구,239,656,0.84
201512,강북구,70,186,4.29
201512,강서구,251,747,1.2
201512,관악구,145,364,2.07
201512,광진구,117,283,0.85
201512,구로구,242,672,1.65
201512,금천구,86,149,0.0
201512,노원구,491,1203,2.44
201512,도봉구,198,342,3.03
201512,동대문구,188,263,1.06
201512,동작구,190,505,1.05
201512,마포구,167,449,2.4
201512,서대문구,149,470,0.67
201512,서초구,256,958,1.95
201512,성동구,162,439,1.85
201512,성북구,220,466,3.64
201512,송파구,286,1262,3.85
201512,양천구,268,767,2.61
201512,영등포구,240,574,2.5
201512,용산구,115,252,1.74
201512,은평구,226,298,1.77
201512,종로구,49,95,4.08
201512,중구,77,168,3.9
201512,중랑구,163,249,0.61
201601,강남구,276,1533,5.43
201601,강동구,241,566,1.24
201601,강북구,87,194,4.6
201601,강서구,276,750,2.9
201601,관악구,196,342,1.02
201601,광진구,96,254,1.04
201601,구로구,293,545,1.71
201601,금천구,81,143,0.0
201601,노원구,501,1240,3.39
201601,도봉구,246,360,2.03
201601,동대문구,184,339,3.26
201601,동작구,200,456,1.5
201601,마포구,211,513,2.84
201601,서대문구,184,388,2.72
201601,서초구,217,920,1.38
201601,성동구,162,462,3.7
201601,성북구,217,423,2.3
201601,송파구,260,1204,4.23
201601,양천구,248,680,2.42
201601,영등포구,214,597,2.34
201601,용산구,104,254,0.96
201601,은평구,206,282,0.97
201601,종로구,45,95,6.67
201601,중구,78,187,0.0
201601,중랑구,169,260,1.18
201602,강남구,264,1302,4.17
201602,강동구,237,566,2.11
201602,강북구,100,183,1.0
201602,강서구,310,820,1.94
201602,관악구,180,366,1.67
201602,광진구,104,254,0.96
201602,구로구,313,562,2.56
201602,금천구,98,135,1.02
201602,노원구,566,1341,3.0
201602,도봉구,264,400,2.65
201602,동대문구,192,353,0.52
201602,동작구,271,468,0.37
201602,마포구,195,479,1.03
201602,서대문구,243,306,0.82
201602,서초구,226,889,1.77
201602,성동구,180,465,1.67
201602,성북구,266,502,4.14
201602,송파구,285,1138,4.56
201602,양천구,225,738,3.11
201602,영등포구,242,552,1.65
201602,용산구,80,267,0.0
201602,은평구,222,317,1.35
201602,종로구,55,92,0.0
201602,중구,73,164,2.74
201602,중랑구,178,483,2.25
201603,강남구,596,1313,5.87
201603,강동구,423,664,2.36
201603,강북구,169,201,1.78
201603,강서구,605,901,2.31
201603,관악구,289,354,1.73
201603,광진구,225,259,1.78
201603,구로구,470,535,1.49
201603,금천구,160,170,1.25
201603,노원구,833,1545,2.88
201603,도봉구,398,517,1.01
201603,동대문구,298,341,2.01
201603,동작구,341,449,0.88
201603,마포구,313,607,2.56
201603,서대문구,411,302,1.22
201603,서초구,352,736,1.42
201603,성동구,308,571,0.65
201603,성북구,356,505,2.81
201603,송파구,501,1115,2.79
201603,양천구,460,655,3.04
201603,영등포구,417,621,1.2
201603,용산구,159,272,1.89
201603,은평구,357,340,2.52
201603,종로구,65,86,1.54
201603,중구,103,180,0.97
201603,중랑구,276,536,1.45
201604,강남구,857,1133,3.97
201604,강동구,515,574,2.91
201604,강북구,151,170,1.99
201604,강서구,816,831,2.82
201604,관악구,307,314,1.3
201604,광진구,209,233,0.96
201604,구로구,516,660,2.13
201604,금천구,153,135,1.31
201604,노원구,916,1211,3.71
201604,도봉구,375,401,1.87
201604,동대문구,353,292,0.85
201604,동작구,365,446,1.64
201604,마포구,423,440,0.71
201604,서대문구,383,264,1.31
201604,서초구,540,682,2.78
201604,성동구,351,488,1.71
201604,성북구,491,398,1.83
201604,송파구,752,971,3.19
201604,양천구,489,636,1.43
201604,영등포구,441,485,1.59
201604,용산구,207,259,1.93
201604,은평구,354,417,2.26
201604,종로구,68,75,2.94
201604,중구,155,132,1.29
201604,중랑구,266,279,1.13
201605,강남구,770,1391,3.12
201605,강동구,523,500,2.49
201605,강북구,181,197,1.1
201605,강서구,865,770,1.97
201605,관악구,300,286,0.67
201605,광진구,199,209,1.01
201605,구로구,534,486,1.5
201605,금천구,138,120,0.0
201605,노원구,898,1122,2.67
201605,도봉구,445,375,1.35
201605,동대문구,308,259,1.62
201605,동작구,422,408,1.9
201605,마포구,405,435,2.96
201605,서대문구,292,227,0.68
201605,서초구,567,690,1.76
201605,성동구,372,515,2.15
201605,성북구,439,401,1.59
201605,송파구,880,1029,3.52
201605,양천구,665,654,3.31
201605,영등포구,478,461,1.67
201605,용산구,316,282,1.27
201605,은평구,343,251,0.87
201605,종로구,73,74,0.0
201605,중구,148,153,0.68
201605,중랑구,283,252,0.35
201606,강남구,801,1099,2.25
201606,강동구,625,480,2.24
201606,강북구,227,179,3.52
201606,강서구,962,857,2.29
201606,관악구,361,293,1.66
201606,광진구,262,225,0.76
201606,구로구,652,459,1.99
201606,금천구,176,108,0.57
201606,노원구,1413,1083,2.41
201606,도봉구,567,365,1.41
201606,동대문구,431,245,2.09
201606,동작구,592,372,0.84
201606,마포구,467,416,1.71
201606,서대문구,327,226,1.22
201606,서초구,598,771,2.01
201606,성동구,512,500,1.76
201606,성북구,562,437,0.89
201606,송파구,1057,1163,3.88
201606,양천구,818,666,3.18
201606,영등포구,566,510,1.24
201606,용산구,313,263,0.96
201606,은평구,420,275,2.14
201606,종로구,82,77,1.22
201606,중구,136,125,1.47
201606,중랑구,350,313,1.71
201607,강남구,591,1208,4.4
201607,강동구,599,532,3.84
201607,강북구,233,181,1.29
201607,강서구,832,1200,3.0
201607,관악구,390,307,1.54
201607,광진구,212,202,1.42
201607,구로구,639,488,0.94
201607,금천구,183,104,0.55
201607,노원구,1216,1141,2.63
201607,도봉구,545,388,3.12
201607,동대문구,440,298,1.82
201607,동작구,564,419,1.24
201607,마포구,463,417,1.51
201607,서대문구,359,218,1.67
201607,서초구,478,779,2.3
201607,성동구,512,462,1.76
201607,성북구,540,448,1.67
201607,송파구,776,1138,3.22
201607,양천구,594,675,4.04
201607,영등포구,456,488,1.1
201607,용산구,272,256,0.37
201607,은평구,414,362,2.17
201607,종로구,78,81,0.0
201607,중구,145,166,4.14
201607,중랑구,296,273,0.68
201608,강남구,645,1175,4.65
201608,강동구,688,769,4.36
201608,강북구,195,181,2.05
201608,강서구,713,1309,2.66
201608,관악구,313,317,1.92
201608,광진구,243,207,1.65
201608,구로구,520,497,1.54
201608,금천구,150,161,1.33
201608,노원구,1104,1260,3.26
201608,도봉구,471,416,1.7
201608,동대문구,403,321,2.48
201608,동작구,439,531,2.73
201608,마포구,435,523,1.61
201608,서대문구,309,239,2.27
201608,서초구,499,913,3.21
201608,성동구,424,497,3.07
201608,성북구,523,448,1.91
201608,송파구,751,1265,3.06
201608,양천구,557,642,3.23
201608,영등포구,464,492,1.08
201608,용산구,240,277,1.67
201608,은평구,326,423,1.23
201608,종로구,89,78,0.0
201608,중구,133,131,3.01
201608,중랑구,356,440,2.25
201609,강남구,692,1093,4.34
201609,강동구,715,651,3.5
201609,강북구,217,148,2.76
201609,강서구,598,885,3.51
201609,관악구,278,329,2.16
201609,광진구,235,211,0.85
201609,구로구,562,484,1.6
201609,금천구,184,128,1.09
201609,노원구,1150,1208,2.96
201609,도봉구,462,422,1.95
201609,동대문구,380,301,2.37
201609,동작구,508,460,1.57
201609,마포구,469,573,1.49
201609,서대문구,313,256,2.24
201609,서초구,482,853,1.24
201609,성동구,379,444,1.58
201609,성북구,624,453,2.24
201609,송파구,800,1222,4.0
201609,양천구,561,671,1.6
201609,영등포구,469,469,2.13
201609,용산구,301,248,1.66
201609,은평구,363,458,1.93
201609,종로구,81,81,1.23
201609,중구,146,126,0.0
201609,중랑구,329,288,2.13
201610,강남구,712,1443,2.67
201610,강동구,742,789,2.83
201610,강북구,221,198,2.71
201610,강서구,674,1047,2.82
201610,관악구,350,431,3.14
201610,광진구,283,266,1.77
201610,구로구,642,564,1.71
201610,금천구,213,178,1.41
201610,노원구,1249,1475,5.28
201610,도봉구,554,474,2.89
201610,동대문구,465,374,3.01
201610,동작구,529,594,2.46
201610,마포구,475,585,2.11
201610,서대문구,328,345,3.66
201610,서초구,486,1120,1.85
201610,성동구,476,570,1.68
201610,성북구,612,491,3.59
201610,송파구,873,1644,5.27
201610,양천구,546,861,3.3
201610,영등포구,480,612,2.5
201610,용산구,216,316,1.39
201610,은평구,402,322,1.74
201610,종로구,78,88,2.56
201610,중구,171,170,2.34
201610,중랑구,362,291,1.1
201611,강남구,237,1423,1.27
201611,강동구,299,647,2.34
201611,강북구,91,136,5.49
201611,강서구,274,839,1.46
201611,관악구,221,316,1.81
201611,광진구,115,243,1.74
201611,구로구,287,476,2.09
201611,금천구,106,150,0.94
201611,노원구,648,1190,5.25
201611,도봉구,269,360,2.6
201611,동대문구,239,313,2.09
201611,동작구,235,437,0.43
201611,마포구,242,579,3.31
201611,서대문구,197,293,1.02
201611,서초구,216,875,3.7
201611,성동구,212,526,2.83
201611,성북구,323,466,4.02
201611,송파구,300,1344,2.67
201611,양천구,264,719,2.27
201611,영등포구,284,430,0.35
201611,용산구,125,247,5.6
201611,은평구,212,272,0.47
201611,종로구,66,72,4.55
201611,중구,84,139,1.19
201611,중랑구,210,223,1.43
201612,강남구,257,1752,3.5
201612,강동구,195,700,5.13
201612,강북구,80,164,5.0
201612,강서구,199,744,2.01
201612,관악구,169,387,2.37
201612,광진구,105,238,0.0
201612,구로구,223,523,2.24
201612,금천구,85,163,1.18
201612,노원구,436,1191,1.83
201612,도봉구,180,384,2.22
201612,동대문구,162,372,1.85
201612,동작구,150,610,2.0
201612,마포구,173,674,1.16
201612,서대문구,140,383,3.57
201612,서초구,175,1215,1.71
201612,성동구,141,824,0.71
201612,성북구,244,511,1.23
201612,송파구,278,1545,2.88
201612,양천구,200,866,2.5
201612,영등포구,151,559,1.99
201612,용산구,86,322,2.33
201612,은평구,149,298,1.34
201612,종로구,51,98,0.0
201612,중구,60,135,0.0
201612,중랑구,138,230,0.72
201701,강남구,213,1298,6.57
201701,강동구,170,642,3.53
201701,강북구,59,125,3.39
201701,강서구,199,661,0.5
201701,관악구,166,357,2.41
201701,광진구,74,222,1.35
201701,구로구,206,461,1.94
201701,금천구,81,145,2.47
201701,노원구,345,1074,4.35
201701,도봉구,159,359,0.63
201701,동대문구,174,367,1.72
201701,동작구,139,493,2.16
201701,마포구,147,579,0.68
201701,서대문구,116,383,1.72
201701,서초구,175,856,4.0
201701,성동구,134,820,3.73
201701,성북구,157,449,1.91
201701,송파구,269,1075,2.97
201701,양천구,153,695,1.96
201701,영등포구,160,555,2.5
201701,용산구,66,240,0.0
201701,은평구,119,340,0.84
201701,종로구,53,126,0.0
201701,중구,50,155,2.0
201701,중랑구,149,198,2.01
201702,강남구,363,1520,4.96
201702,강동구,303,857,2.97
201702,강북구,127,176,0.79
201702,강서구,275,906,4.0
201702,관악구,197,461,1.52
201702,광진구,102,294,0.98
201702,구로구,303,636,2.31
201702,금천구,88,191,0.0
201702,노원구,545,1456,3.3
201702,도봉구,254,482,3.94
201702,동대문구,233,393,2.15
201702,동작구,229,599,4.8
201702,마포구,241,732,3.73
201702,서대문구,175,442,1.71
201702,서초구,267,909,3.0
201702,성동구,223,782,3.14
201702,성북구,245,569,2.45
201702,송파구,430,1439,4.88
201702,양천구,232,787,3.02
